% # gen+fbestever+xbest (randomSeed=662602193, Sun Mar 17 17:14:51 2019)
0	0.000000000000000e+000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	7.380308183626149e+000	0.536694	0.457581	0.0941339	0.669686	0.6803	0.47584	0.718801	0.551664	0.333093	0.567927	0.665279	0.727124	0.515522	0.685033	0.0254111	0.16346	0.191843	0.256043	0.35772	0.858966	0.83843	0.181564	0.478396	0.658736	0.545063	-0.241964	0.384077	1.06858	0.867776	0.527215
2	7.155108935189308e+000	0.885715	0.450392	0.04565	0.462431	0.176705	0.668319	0.399369	0.541084	0.484701	0.530407	0.769991	0.502175	0.386499	0.860252	0.0309206	0.0284458	0.723038	0.240156	0.322487	0.00832026	0.276611	0.269136	0.59623	0.634657	0.426522	0.160928	0.804103	0.458613	0.290931	0.357645
3	4.214665752753135e+000	0.70225	0.458668	0.102422	0.559818	0.0945691	0.228577	0.507997	0.343547	0.839976	0.471816	0.112976	0.0203262	0.805913	0.141614	0.201769	0.600018	0.725604	0.0455472	0.59924	0.488489	1.08728	1.00234	0.565905	-0.162453	0.515154	0.708878	0.366906	0.429284	0.66247	0.246006
4	4.214665752753135e+000	0.600082	0.74032	0.620667	0.529432	0.163673	0.115308	0.367161	0.752026	0.298516	0.255359	0.653782	0.149384	0.679428	0.888884	0.176769	0.46483	0.829254	0.408448	0.037971	0.39761	0.607867	0.940293	0.926816	0.605787	0.314483	0.825627	0.0870308	0.567544	-0.3951	0.181473
5	4.214665752753135e+000	0.838274	0.845726	0.35425	0.609086	0.20692	0.57711	0.535337	0.730336	0.265957	0.364586	0.540643	0.404321	0.238694	0.495661	0.469793	0.0478596	0.70199	0.199109	0.699009	0.479145	0.217389	0.788347	0.301628	-0.00584989	0.571767	-0.232238	0.851329	0.2934	0.545016	0.336637
6	4.214665752753135e+000	0.822568	0.819903	0.840042	0.243875	0.219688	0.147343	0.693519	0.252201	0.493024	0.555502	0.716653	0.46429	0.593761	0.207214	0.53328	0.85205	0.851225	0.144274	0.452268	0.348712	1.13595	0.693256	0.852747	0.910624	0.0818867	0.606194	0.213308	-0.0288557	0.508936	0.687533
7	4.214665752753135e+000	0.321391	0.149775	0.485723	0.342583	0.570016	0.418522	0.0289795	0.235673	0.40772	0.089973	0.0628717	0.666261	0.639724	0.45672	0.0567301	0.273421	0.318506	0.303345	0.810244	0.925356	0.1628	0.714527	0.902572	1.50814	0.774906	0.568301	0.436157	0.914292	0.35331	0.843749
8	4.214665752753135e+000	0.623565	0.441335	0.877755	0.676822	0.106601	0.222756	0.595459	0.542771	0.527174	0.418968	0.54768	0.654142	0.838586	0.739043	0.435783	0.332447	0.0632592	0.297058	0.562559	0.234277	0.635715	0.34379	0.0199192	0.253241	0.557053	0.989709	0.680741	0.259071	-0.176723	0.800031
9	4.214665752753135e+000	0.6067	0.297557	0.747097	0.16271	0.199945	0.681544	0.00934883	0.501763	0.81052	0.335151	0.849997	0.728402	0.429903	0.482912	0.31681	0.62019	0.689407	0.285569	0.673849	0.00323307	-0.0380873	0.755504	0.840113	0.566789	-0.188211	0.346069	0.421621	0.377156	0.272738	0.372726
10	3.045343908683728e+000	0.233775	0.149139	0.460664	0.358212	0.756886	0.633369	0.141143	0.591022	0.110464	0.399528	0.451557	0.760674	0.53621	0.52847	0.137155	0.315885	0.13909	0.87226	0.379155	0.287583	0.333087	-0.120571	0.429088	0.248558	0.759526	1.07252	0.742211	0.422844	0.733837	-0.0634746
11	1.839607739240610e+000	0.712256	0.653863	0.628045	0.827574	0.0926399	0.358071	0.339543	0.454676	0.343856	0.597728	0.551259	0.389057	0.25792	0.188964	0.284369	0.436753	0.164419	0.670809	0.576016	0.612013	0.868222	0.413886	0.536738	0.407834	0.919138	0.382101	0.709238	1.33933	1.24081	0.196069
12	1.839607739240610e+000	0.709945	0.856193	0.50605	0.385782	0.137083	0.426679	0.212813	0.229369	0.0353107	0.602279	0.189494	0.207945	0.375621	0.235211	0.273151	0.794476	0.037352	0.424779	0.817951	0.62974	0.349402	-0.0628343	0.541978	0.193956	0.587074	0.869436	0.747061	0.515873	0.223418	1.04261
13	1.839607739240610e+000	0.654073	0.710135	0.859008	0.557365	0.192542	0.0704772	0.859868	0.26239	0.049603	0.372116	0.279533	0.247305	0.519552	0.527398	0.456912	0.349109	0.758882	0.200844	0.806913	0.0278146	0.668097	0.662719	0.33962	0.422326	0.515171	0.450046	0.690756	-0.296693	0.517143	0.559584
14	1.839607739240610e+000	0.660052	0.755131	0.659396	0.695175	0.23796	0.202599	0.500181	0.117872	0.419127	0.561162	0.531135	0.650048	0.72044	0.262548	0.369927	0.0992665	0.235515	0.647195	0.0571963	0.706251	0.822114	0.306599	0.478476	0.28686	1.38785	0.303665	0.613492	0.906887	0.725052	0.324103
15	1.839607739240610e+000	0.840089	0.81421	0.716016	0.573774	0.00333112	0.468865	0.420276	0.369477	0.250083	0.0717469	0.595819	0.085195	0.59655	0.354826	0.0105467	0.195363	0.61095	0.105466	0.341968	0.567141	0.123782	0.344014	-0.216629	-0.32781	1.03305	0.768	1.70041	0.310583	0.385753	0.588529
16	1.839607739240610e+000	0.717215	0.532576	0.786533	0.870964	0.129516	0.0219802	0.688908	0.527733	0.37936	0.511282	0.753598	0.0984817	0.119937	0.457061	0.173395	0.195468	0.455292	0.68506	0.765562	0.391744	0.596378	0.0259014	0.446839	0.376434	0.792629	0.606032	1.24015	0.320892	1.13229	0.943012
17	1.839607739240610e+000	0.744742	0.603574	0.501595	0.83909	0.0523056	0.444297	0.399806	0.36498	0.547469	0.299142	0.493932	0.279075	0.142355	0.296667	0.189023	0.489535	0.800557	0.666461	0.506751	0.559426	0.310996	0.358242	0.774051	0.376908	0.509526	0.326784	0.913957	1.27951	0.989082	0.302047
18	1.839607739240610e+000	0.699114	0.404308	0.702969	0.560557	0.0899844	0.567965	0.510072	0.690658	0.150652	0.562287	0.530559	0.616124	0.680777	0.596845	0.242514	0.400819	0.302131	0.321362	0.359121	0.179807	0.56221	0.163264	-0.119326	-0.239835	0.876464	1.10405	0.540471	-0.0129479	1.01467	0.603678
19	1.839607739240610e+000	0.697157	0.89523	0.817468	0.609311	0.054357	0.110484	0.289185	0.473457	0.333843	0.108537	0.42487	0.377119	0.158339	0.765054	0.186872	0.284403	0.622772	0.369659	0.409068	0.608707	0.608384	0.0374645	0.140142	0.18181	0.425386	0.440874	0.223278	-0.193202	0.899818	0.555479
